Symbol,Name,sectorKey,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Accrual Date
EPAC,ENERPAC TOOL GROUP CORP CLASS A,Industrials,Equity,"52,801,957.11",0.08,"52,801,957.11","1,302,787.00",40.53,United States,New York Stock Exchange Inc.,USD,1,--
TRMK,TRUSTMARK CORP,Financials,Equity,"52,790,271.60",0.08,"52,790,271.60","1,399,530.00",37.72,United States,NASDAQ,USD,1,--
INTA,INTAPP INC,Information Technology,Equity,"52,740,955.60",0.08,"52,740,955.60","1,366,346.00",38.6,United States,NASDAQ,USD,1,--
CAKE,CHEESECAKE FACTORY INC,Consumer Discretionary,Equity,"52,694,046.02",0.08,"52,694,046.02","1,122,583.00",46.94,United States,NASDAQ,USD,1,--
BLKB,BLACKBAUD INC,Information Technology,Equity,"52,646,796.00",0.08,"52,646,796.00","923,628.00",57,United States,NASDAQ,USD,1,--
FRSH,FRESHWORKS INC CLASS A,Information Technology,Equity,"52,602,362.40",0.08,"52,602,362.40","4,848,144.00",10.85,United States,NASDAQ,USD,1,--
CRVL,CORVEL CORP,Health Care,Equity,"52,569,628.80",0.08,"52,569,628.80","697,580.00",75.36,United States,NASDAQ,USD,1,--
CON,CONCENTRA GROUP HOLDINGS PARENT IN,Health Care,Equity,"52,542,544.60",0.08,"52,542,544.60","2,808,260.00",18.71,United States,New York Stock Exchange Inc.,USD,1,--
BRZE,BRAZE INC CLASS A,Information Technology,Equity,"52,425,967.80",0.08,"52,425,967.80","1,924,595.00",27.24,United States,NASDAQ,USD,1,--
OII,OCEANEERING INTERNATIONAL INC,Energy,Equity,"52,104,654.56",0.08,"52,104,654.56","2,304,496.00",22.61,United States,New York Stock Exchange Inc.,USD,1,--
CWK,CUSHMAN AND WAKEFIELD PLC,Real Estate,Equity,"51,979,678.92",0.08,"51,979,678.92","3,370,926.00",15.42,United States,New York Stock Exchange Inc.,USD,1,--
GOLF,ACUSHNET HOLDINGS CORP,Consumer Discretionary,Equity,"51,773,711.20",0.08,"51,773,711.20","667,187.00",77.6,United States,New York Stock Exchange Inc.,USD,1,--
PTEN,PATTERSON UTI ENERGY INC,Energy,Equity,"51,452,785.97",0.08,"51,452,785.97","8,476,571.00",6.07,United States,NASDAQ,USD,1,--
TRN,TRINITY INDUSTRIES INC,Industrials,Equity,"51,133,023.20",0.08,"51,133,023.20","1,974,248.00",25.9,United States,New York Stock Exchange Inc.,USD,1,--
INSW,INTERNATIONAL SEAWAYS INC,Energy,Equity,"50,884,943.91",0.07,"50,884,943.91","971,643.00",52.37,United States,New York Stock Exchange Inc.,USD,1,--
GEO,GEO GROUP INC,Industrials,Equity,"50,663,626.51",0.07,"50,663,626.51","3,287,711.00",15.41,United States,New York Stock Exchange Inc.,USD,1,--
HUBG,HUB GROUP INC CLASS A,Industrials,Equity,"50,620,878.06",0.07,"50,620,878.06","1,455,878.00",34.77,United States,NASDAQ,USD,1,--
BKD,BROOKDALE SENIOR LIVING INC,Health Care,Equity,"50,531,548.42",0.07,"50,531,548.42","5,546,822.00",9.11,United States,New York Stock Exchange Inc.,USD,1,--
OSW,ONESPAWORLD HOLDINGS LTD,Consumer Discretionary,Equity,"50,526,245.60",0.07,"50,526,245.60","2,293,520.00",22.03,United States,NASDAQ,USD,1,--
MGNI,MAGNITE INC,Communication,Equity,"50,342,210.36",0.07,"50,342,210.36","3,386,627.00",14.87,United States,NASDAQ,USD,1,--
FRME,FIRST MERCHANTS CORP,Financials,Equity,"50,344,885.80",0.07,"50,344,885.80","1,412,595.00",35.64,United States,NASDAQ,USD,1,--
NBTB,NBT BANCORP INC,Financials,Equity,"50,326,914.05",0.07,"50,326,914.05","1,231,993.00",40.85,United States,NASDAQ,USD,1,--
DAVE,DAVE INC CLASS A,Financials,Equity,"50,320,998.97",0.07,"50,320,998.97","225,019.00",223.63,United States,NASDAQ,USD,1,--
NTCT,NETSCOUT SYSTEMS INC,Information Technology,Equity,"50,283,060.75",0.07,"50,283,060.75","1,719,079.00",29.25,United States,NASDAQ,USD,1,--
VICR,VICOR CORP,Industrials,Equity,"50,267,012.42",0.07,"50,267,012.42","564,671.00",89.02,United States,NASDAQ,USD,1,--
PARR,PAR PACIFIC HOLDINGS INC,Energy,Equity,"50,191,163.75",0.07,"50,191,163.75","1,231,685.00",40.75,United States,New York Stock Exchange Inc.,USD,1,--
RELY,REMITLY GLOBAL INC,Financials,Equity,"49,928,276.72",0.07,"49,928,276.72","4,055,912.00",12.31,United States,NASDAQ,USD,1,--
SM,SM ENERGY,Energy,Equity,"49,929,068.16",0.07,"49,929,068.16","2,787,776.00",17.91,United States,New York Stock Exchange Inc.,USD,1,--
POWI,POWER INTEGRATIONS INC,Information Technology,Equity,"49,809,043.68",0.07,"49,809,043.68","1,363,884.00",36.52,United States,NASDAQ,USD,1,--
LC,LENDINGCLUB CORP,Financials,Equity,"49,783,266.00",0.07,"49,783,266.00","2,765,737.00",18,United States,New York Stock Exchange Inc.,USD,1,--
ADUS,ADDUS HOMECARE CORP,Health Care,Equity,"49,788,552.85",0.07,"49,788,552.85","436,015.00",114.19,United States,NASDAQ,USD,1,--
FBNC,FIRST BANCORP,Financials,Equity,"49,549,249.29",0.07,"49,549,249.29","980,979.00",50.51,United States,NASDAQ,USD,1,--
GT,GOODYEAR TIRE & RUBBER,Consumer Discretionary,Equity,"49,380,037.08",0.07,"49,380,037.08","6,322,668.00",7.81,United States,NASDAQ,USD,1,--
OI,O I GLASS INC,Materials,Equity,"49,248,196.80",0.07,"49,248,196.80","3,730,924.00",13.2,United States,New York Stock Exchange Inc.,USD,1,--
SPHR,SPHERE ENTERTAINMENT CLASS A,Communication,Equity,"49,215,421.66",0.07,"49,215,421.66","673,538.00",73.07,United States,New York Stock Exchange Inc.,USD,1,--
PHIN,PHINIA INC,Consumer Discretionary,Equity,"49,211,430.30",0.07,"49,211,430.30","933,095.00",52.74,United States,New York Stock Exchange Inc.,USD,1,--
BANR,BANNER CORP,Financials,Equity,"49,156,421.16",0.07,"49,156,421.16","824,219.00",59.64,United States,NASDAQ,USD,1,--
HE,HAWAIIAN ELECTRIC INDUSTRIES INC,Utilities,Equity,"48,896,436.73",0.07,"48,896,436.73","4,218,847.00",11.59,United States,New York Stock Exchange Inc.,USD,1,--
HCI,HCI GROUP INC,Financials,Equity,"48,752,500.00",0.07,"48,752,500.00","250,000.00",195.01,United States,New York Stock Exchange Inc.,USD,1,--
IRON,DISC MEDICINE INC,Health Care,Equity,"48,683,547.00",0.07,"48,683,547.00","559,581.00",87,United States,NASDAQ,USD,1,--
AMR,ALPHA METALLURGICAL RESOURCE INC,Materials,Equity,"48,515,942.40",0.07,"48,515,942.40","283,520.00",171.12,United States,New York Stock Exchange Inc.,USD,1,--
NOG,NORTHERN OIL AND GAS INC,Energy,Equity,"48,252,395.52",0.07,"48,252,395.52","2,356,074.00",20.48,United States,New York Stock Exchange Inc.,USD,1,--
CUBI,CUSTOMERS BANCORP INC,Financials,Equity,"48,126,872.89",0.07,"48,126,872.89","721,867.00",66.67,United States,New York Stock Exchange Inc.,USD,1,--
UPWK,UPWORK INC,Industrials,Equity,"48,125,320.40",0.07,"48,125,320.40","2,979,896.00",16.15,United States,NASDAQ,USD,1,--
DYN,DYNE THERAPEUTICS INC,Health Care,Equity,"48,069,628.91",0.07,"48,069,628.91","2,640,463.00",18.2,United States,NASDAQ,USD,1,--
KMT,KENNAMETAL INC,Industrials,Equity,"48,026,156.42",0.07,"48,026,156.42","1,842,907.00",26.06,United States,New York Stock Exchange Inc.,USD,1,--
KLIC,KULICKE AND SOFFA INDUSTRIES INC,Information Technology,Equity,"47,959,839.68",0.07,"47,959,839.68","1,248,304.00",38.42,United States,NASDAQ,USD,1,--
YELP,YELP INC,Communication,Equity,"47,923,148.07",0.07,"47,923,148.07","1,491,539.00",32.13,United States,New York Stock Exchange Inc.,USD,1,--
PLUS,EPLUS,Information Technology,Equity,"47,421,011.99",0.07,"47,421,011.99","646,327.00",73.37,United States,NASDAQ,USD,1,--
SEI,SOLARIS OILFIELD INFRASTRUCTURE IN,Energy,Equity,"47,279,154.44",0.07,"47,279,154.44","884,053.00",53.48,United States,New York Stock Exchange Inc.,USD,1,--
VCEL,VERICEL CORP,Health Care,Equity,"47,109,615.00",0.07,"47,109,615.00","1,215,732.00",38.75,United States,NASDAQ,USD,1,--
EFSC,ENTERPRISE FINANCIAL SERVICES CORP,Financials,Equity,"46,982,451.45",0.07,"46,982,451.45","888,305.00",52.89,United States,NASDAQ,USD,1,--
NTB,BANK OF NT BUTTERFIELD & SON LTD,Financials,Equity,"46,863,033.37",0.07,"46,863,033.37","1,023,881.00",45.77,United States,New York Stock Exchange Inc.,USD,1,--
STC,STEWART INFO SERVICES CORP,Financials,Equity,"46,771,658.36",0.07,"46,771,658.36","673,652.00",69.43,United States,New York Stock Exchange Inc.,USD,1,--
GRBK,GREEN BRICK PARTNERS INC,Consumer Discretionary,Equity,"46,680,777.00",0.07,"46,680,777.00","749,892.00",62.25,United States,New York Stock Exchange Inc.,USD,1,--
BUSE,FIRST BUSEY CORP,Financials,Equity,"46,652,378.28",0.07,"46,652,378.28","2,049,753.00",22.76,United States,NASDAQ,USD,1,--
SONO,SONOS INC,Consumer Discretionary,Equity,"46,506,190.68",0.07,"46,506,190.68","2,854,892.00",16.29,United States,NASDAQ,USD,1,--
VRDN,VIRIDIAN THERAPEUTICS ORS INC,Health Care,Equity,"46,408,395.00",0.07,"46,408,395.00","1,687,578.00",27.5,United States,NASDAQ,USD,1,--
KN,KNOWLES CORP,Information Technology,Equity,"46,390,164.08",0.07,"46,390,164.08","2,059,954.00",22.52,United States,New York Stock Exchange Inc.,USD,1,--
COGT,COGENT BIOSCIENCES INC,Health Care,Equity,"46,332,907.52",0.07,"46,332,907.52","3,147,616.00",14.72,United States,NASDAQ,USD,1,--
BTDR,BITDEER TECHNOLOGIES GROUP CLASS A,Information Technology,Equity,"46,201,202.56",0.07,"46,201,202.56","2,177,248.00",21.22,Singapore,NASDAQ,USD,1,--
DNLI,DENALI THERAPEUTICS INC,Health Care,Equity,"46,076,162.33",0.07,"46,076,162.33","3,197,513.00",14.41,United States,NASDAQ,USD,1,--
TIC,TIC SOLUTIONS INC,Industrials,Equity,"45,973,858.40",0.07,"45,973,858.40","4,123,216.00",11.15,United States,New York Stock Exchange Inc.,USD,1,--
HMN,HORACE MANN EDUCATORS CORP,Financials,Equity,"45,871,976.50",0.07,"45,871,976.50","1,012,850.00",45.29,United States,New York Stock Exchange Inc.,USD,1,--
CNS,COHEN & STEERS INC,Financials,Equity,"45,865,842.30",0.07,"45,865,842.30","674,994.00",67.95,United States,New York Stock Exchange Inc.,USD,1,--
ASGN,ASGN INC,Information Technology,Equity,"45,867,171.54",0.07,"45,867,171.54","1,051,517.00",43.62,United States,New York Stock Exchange Inc.,USD,1,--
RAMP,LIVERAMP HOLDINGS INC,Information Technology,Equity,"45,740,214.00",0.07,"45,740,214.00","1,563,768.00",29.25,United States,New York Stock Exchange Inc.,USD,1,--
SGHC,SUPER GROUP LTD,Consumer Discretionary,Equity,"45,702,553.25",0.07,"45,702,553.25","3,889,579.00",11.75,United States,New York Stock Exchange Inc.,USD,1,--
MQ,MARQETA INC CLASS A,Financials,Equity,"45,693,167.52",0.07,"45,693,167.52","9,363,354.00",4.88,United States,NASDAQ,USD,1,--
DBRG,DIGITALBRIDGE GROUP INC CLASS A,Financials,Equity,"45,599,014.00",0.07,"45,599,014.00","4,168,100.00",10.94,United States,New York Stock Exchange Inc.,USD,1,--
SMPL,THE SIMPLY GOOD FOODS COMPANY,Consumer Staples,Equity,"45,381,357.90",0.07,"45,381,357.90","2,257,779.00",20.1,United States,NASDAQ,USD,1,--
NWN,NORTHWEST NATURAL HOLDING COMPANY,Utilities,Equity,"45,327,504.18",0.07,"45,327,504.18","972,902.00",46.59,United States,New York Stock Exchange Inc.,USD,1,--
INOD,INNODATA INC,Industrials,Equity,"45,316,968.90",0.07,"45,316,968.90","744,121.00",60.9,United States,NASDAQ,USD,1,--
MD,PEDIATRIX MEDICAL GROUP INC,Health Care,Equity,"45,179,379.18",0.07,"45,179,379.18","2,070,549.00",21.82,United States,New York Stock Exchange Inc.,USD,1,--
BRSL,BRIGHTSTAR LOTTERY PLC,Consumer Discretionary,Equity,"45,169,365.40",0.07,"45,169,365.40","2,709,620.00",16.67,United States,New York Stock Exchange Inc.,USD,1,--
AI,C3 AI INC CLASS A,Information Technology,Equity,"45,064,790.10",0.07,"45,064,790.10","2,968,695.00",15.18,United States,New York Stock Exchange Inc.,USD,1,--
OCUL,OCULAR THERAPEUTIX INC,Health Care,Equity,"45,002,487.68",0.07,"45,002,487.68","4,233,536.00",10.63,United States,NASDAQ,USD,1,--
HLIO,HELIOS TECHNOLOGIES INC,Industrials,Equity,"44,985,997.92",0.07,"44,985,997.92","802,748.00",56.04,United States,New York Stock Exchange Inc.,USD,1,--
PRDO,PERDOCEO EDUCATION CORP,Consumer Discretionary,Equity,"44,629,203.33",0.07,"44,629,203.33","1,498,127.00",29.79,United States,NASDAQ,USD,1,--
COCO,THE VITA COCO COMPANY INC,Consumer Staples,Equity,"44,591,955.06",0.07,"44,591,955.06","1,066,283.00",41.82,United States,NASDAQ,USD,1,--
ARR,ARMOUR RESIDENTIAL REIT INC,Financials,Equity,"44,562,812.10",0.07,"44,562,812.10","2,687,745.00",16.58,United States,New York Stock Exchange Inc.,USD,1,--
AVPT,AVEPOINT INC CLASS A,Information Technology,Equity,"44,549,599.28",0.07,"44,549,599.28","3,220,065.00",13.84,United States,NASDAQ,USD,1,--
OFG,OFG BANCORP,Financials,Equity,"44,503,701.80",0.07,"44,503,701.80","1,109,818.00",40.1,United States,New York Stock Exchange Inc.,USD,1,--
KWR,QUAKER HOUGHTON CORP,Materials,Equity,"44,388,771.70",0.07,"44,388,771.70","336,406.00",131.95,United States,New York Stock Exchange Inc.,USD,1,--
EYE,NATIONAL VISION HOLDINGS INC,Consumer Discretionary,Equity,"44,350,613.25",0.07,"44,350,613.25","1,889,270.00",23.48,United States,NASDAQ,USD,1,--
BUR,BURFORD CAPITAL LTD,Financials,Equity,"44,347,803.06",0.07,"44,347,803.06","4,894,901.00",9.06,United States,New York Stock Exchange Inc.,USD,1,--
SDRL,SEADRILL LTD,Energy,Equity,"44,117,713.04",0.06,"44,117,713.04","1,520,252.00",29.02,United States,New York Stock Exchange Inc.,USD,1,--
KSS,KOHLS CORP,Consumer Discretionary,Equity,"44,026,805.50",0.06,"44,026,805.50","2,628,466.00",16.75,United States,New York Stock Exchange Inc.,USD,1,--
EVTC,EVERTEC INC,Financials,Equity,"44,011,299.64",0.06,"44,011,299.64","1,566,796.00",28.09,United States,New York Stock Exchange Inc.,USD,1,--
IOSP,INNOSPEC INC,Materials,Equity,"43,946,285.10",0.06,"43,946,285.10","597,990.00",73.49,United States,NASDAQ,USD,1,--
CXW,CORECIVIC REIT INC,Industrials,Equity,"43,904,557.17",0.06,"43,904,557.17","2,614,923.00",16.79,United States,New York Stock Exchange Inc.,USD,1,--
AORT,ARTIVION INC,Health Care,Equity,"43,894,465.00",0.06,"43,894,465.00","924,094.00",47.5,United States,New York Stock Exchange Inc.,USD,1,--
SLNO,SOLENO THERAPEUTICS INC,Health Care,Equity,"43,804,897.36",0.06,"43,804,897.36","1,006,084.00",43.54,United States,NASDAQ,USD,1,--
TWST,TWIST BIOSCIENCE CORP,Health Care,Equity,"43,742,090.40",0.06,"43,742,090.40","1,428,080.00",30.63,United States,NASDAQ,USD,1,--
BWIN,BALDWIN INSURANCE GROUP INC CLASS,Financials,Equity,"43,672,708.63",0.06,"43,672,708.63","1,693,397.00",25.79,United States,NASDAQ,USD,1,--
HNI,HNI CORP,Industrials,Equity,"43,611,888.06",0.06,"43,611,888.06","1,096,327.00",39.78,United States,New York Stock Exchange Inc.,USD,1,--
APGE,APOGEE THERAPEUTICS INC,Health Care,Equity,"43,424,436.96",0.06,"43,424,436.96","789,607.00",54.99,United States,NASDAQ,USD,1,--
SHO,SUNSTONE HOTEL INVESTORS REIT INC,Real Estate,Equity,"43,374,979.84",0.06,"43,374,979.84","4,674,028.00",9.28,United States,New York Stock Exchange Inc.,USD,1,--
TRIP,TRIPADVISOR INC,Consumer Discretionary,Equity,"43,363,877.28",0.06,"43,363,877.28","2,812,184.00",15.42,United States,NASDAQ,USD,1,--
PRGS,PROGRESS SOFTWARE CORP,Information Technology,Equity,"43,248,213.96",0.06,"43,248,213.96","1,030,701.00",41.96,United States,NASDAQ,USD,1,--
BKE,BUCKLE INC,Consumer Discretionary,Equity,"43,204,156.56",0.06,"43,204,156.56","762,516.00",56.66,United States,New York Stock Exchange Inc.,USD,1,--
ALG,ALAMO GROUP INC,Industrials,Equity,"43,109,089.76",0.06,"43,109,089.76","248,984.00",173.14,United States,New York Stock Exchange Inc.,USD,1,--
LMAT,LEMAITRE VASCULAR INC,Health Care,Equity,"43,016,396.80",0.06,"43,016,396.80","502,528.00",85.6,United States,NASDAQ,USD,1,--
ROCK,GIBRALTAR INDUSTRIES INC,Industrials,Equity,"42,893,626.80",0.06,"42,893,626.80","720,296.00",59.55,United States,NASDAQ,USD,1,--
DRH,DIAMONDROCK HOSPITALITY REIT,Real Estate,Equity,"42,865,616.87",0.06,"42,865,616.87","5,221,147.00",8.21,United States,New York Stock Exchange Inc.,USD,1,--
CC,CHEMOURS,Materials,Equity,"42,795,399.36",0.06,"42,795,399.36","3,645,264.00",11.74,United States,New York Stock Exchange Inc.,USD,1,--
AMRX,AMNEAL PHARMACEUTICALS INC CLASS A,Health Care,Equity,"42,784,411.12",0.06,"42,784,411.12","3,669,332.00",11.66,United States,NASDAQ,USD,1,--
VSH,VISHAY INTERTECHNOLOGY INC,Information Technology,Equity,"42,711,716.34",0.06,"42,711,716.34","2,929,473.00",14.58,United States,New York Stock Exchange Inc.,USD,1,--
QUBT,QUANTUM COMPUTING INC,Information Technology,Equity,"42,660,072.80",0.06,"42,660,072.80","3,244,112.00",13.15,United States,NASDAQ,USD,1,--
FUN,SIX FLAGS ENTERTAINMENT CORP,Consumer Discretionary,Equity,"42,621,932.91",0.06,"42,621,932.91","2,317,669.00",18.39,United States,New York Stock Exchange Inc.,USD,1,--
MSGE,MADISON SQUARE GARDEN ENTERTAINMEN,Communication,Equity,"42,349,168.97",0.06,"42,349,168.97","956,611.00",44.27,United States,New York Stock Exchange Inc.,USD,1,--
STRA,STRATEGIC EDUCATION INC,Consumer Discretionary,Equity,"42,324,973.10",0.06,"42,324,973.10","562,010.00",75.31,United States,NASDAQ,USD,1,--
MTX,MINERALS TECHNOLOGIES INC,Materials,Equity,"42,218,905.50",0.06,"42,218,905.50","760,701.00",55.5,United States,New York Stock Exchange Inc.,USD,1,--
WOR,WORTHINGTON ENTERPRISES INC,Industrials,Equity,"42,029,443.89",0.06,"42,029,443.89","761,817.00",55.17,United States,New York Stock Exchange Inc.,USD,1,--
SYBT,STOCK YARDS BANCORP INC,Financials,Equity,"42,001,672.18",0.06,"42,001,672.18","634,754.00",66.17,United States,NASDAQ,USD,1,--
NNI,NELNET INC CLASS A,Financials,Equity,"41,944,740.20",0.06,"41,944,740.20","323,149.00",129.8,United States,New York Stock Exchange Inc.,USD,1,--
HLMN,HILLMAN SOLUTIONS CORP,Industrials,Equity,"41,828,636.64",0.06,"41,828,636.64","4,796,862.00",8.72,United States,NASDAQ,USD,1,--
NTST,NETSTREIT CORP,Real Estate,Equity,"41,814,527.22",0.06,"41,814,527.22","2,300,029.00",18.18,United States,New York Stock Exchange Inc.,USD,1,--
DX,DYNEX CAPITAL REIT INC,Financials,Equity,"41,749,948.95",0.06,"41,749,948.95","3,127,337.00",13.35,United States,New York Stock Exchange Inc.,USD,1,--
MRX,MAREX GROUP PLC,Financials,Equity,"41,752,176.00",0.06,"41,752,176.00","1,302,720.00",32.05,United Kingdom,NASDAQ,USD,1,--
MNKD,MANNKIND CORP,Health Care,Equity,"41,724,176.70",0.06,"41,724,176.70","7,320,031.00",5.7,United States,NASDAQ,USD,1,--
TPB,TURNING POINT BRANDS INC,Consumer Staples,Equity,"41,671,726.13",0.06,"41,671,726.13","415,927.00",100.19,United States,New York Stock Exchange Inc.,USD,1,--
PAGS,PAGSEGURO DIGITAL LTD CLASS A,Financials,Equity,"41,542,986.53",0.06,"41,542,986.53","4,386,799.00",9.47,Brazil,New York Stock Exchange Inc.,USD,1,--
DBD,DIEBOLD NIXDORF INC,Information Technology,Equity,"41,214,512.00",0.06,"41,214,512.00","628,270.00",65.6,United States,New York Stock Exchange Inc.,USD,1,--
BELFB,BEL FUSE INC CLASS B,Information Technology,Equity,"41,173,132.00",0.06,"41,173,132.00","257,075.00",160.16,United States,NASDAQ,USD,1,--
BATRK,ATLANTA BRAVES HOLDINGS INC SERIES,Communication,Equity,"41,051,695.36",0.06,"41,051,695.36","1,056,128.00",38.87,United States,NASDAQ,USD,1,--
RXRX,RECURSION PHARMACEUTICALS INC CLAS,Health Care,Equity,"40,996,734.24",0.06,"40,996,734.24","8,873,752.00",4.62,United States,NASDAQ,USD,1,--
CASH,PATHWARD FINANCIAL INC,Financials,Equity,"40,907,901.24",0.06,"40,907,901.24","605,236.00",67.59,United States,NASDAQ,USD,1,--
ARLO,ARLO TECHNOLOGIES INC,Information Technology,Equity,"40,768,617.12",0.06,"40,768,617.12","2,406,648.00",16.94,United States,New York Stock Exchange Inc.,USD,1,--
NGVT,INGEVITY CORP,Materials,Equity,"40,728,118.20",0.06,"40,728,118.20","881,561.00",46.2,United States,New York Stock Exchange Inc.,USD,1,--
NIC,NICOLET BANKSHARES INC,Financials,Equity,"40,711,484.48",0.06,"40,711,484.48","327,368.00",124.36,United States,New York Stock Exchange Inc.,USD,1,--
DHT,DHT HOLDINGS INC,Energy,Equity,"40,570,681.41",0.06,"40,570,681.41","3,066,567.00",13.23,Bermuda,New York Stock Exchange Inc.,USD,1,--
AVDL,AVADEL PHARMACEUTICALS ORD,Health Care,Equity,"40,462,788.59",0.06,"40,462,788.59","2,162,629.00",18.71,United States,NASDAQ,USD,1,--
OMCL,OMNICELL INC,Health Care,Equity,"40,399,180.56",0.06,"40,399,180.56","1,129,731.00",35.76,United States,NASDAQ,USD,1,--
SGRY,SURGERY PARTNERS INC,Health Care,Equity,"40,364,195.28",0.06,"40,364,195.28","1,867,848.00",21.61,United States,NASDAQ,USD,1,--
WRBY,WARBY PARKER INC CLASS A,Consumer Discretionary,Equity,"40,331,086.18",0.06,"40,331,086.18","2,382,226.00",16.93,United States,New York Stock Exchange Inc.,USD,1,--
VECO,VEECO INSTRUMENTS INC,Information Technology,Equity,"40,331,677.65",0.06,"40,331,677.65","1,383,591.00",29.15,United States,NASDAQ,USD,1,--
UFPT,UFP TECHNOLOGIES INC,Health Care,Equity,"40,298,647.46",0.06,"40,298,647.46","180,898.00",222.77,United States,NASDAQ,USD,1,--
NWBI,NORTHWEST BANCSHARES INC,Financials,Equity,"40,207,128.92",0.06,"40,207,128.92","3,460,166.00",11.62,United States,NASDAQ,USD,1,--
CHCO,CITY HOLDING,Financials,Equity,"40,000,161.78",0.06,"40,000,161.78","335,403.00",119.26,United States,NASDAQ,USD,1,--
FIVN,FIVE9 INC,Information Technology,Equity,"39,982,892.64",0.06,"39,982,892.64","1,856,216.00",21.54,United States,NASDAQ,USD,1,--
TNET,TRINET GROUP INCINARY,Industrials,Equity,"39,985,464.64",0.06,"39,985,464.64","724,112.00",55.22,United States,New York Stock Exchange Inc.,USD,1,--
LQDA,LIQUIDIA CORP,Health Care,Equity,"39,809,664.00",0.06,"39,809,664.00","1,555,065.00",25.6,United States,NASDAQ,USD,1,--
BBAI,BIGBEAR.AI HOLDINGS INC,Information Technology,Equity,"39,718,733.04",0.06,"39,718,733.04","7,017,444.00",5.66,United States,New York Stock Exchange Inc.,USD,1,--
PRCT,PROCEPT BIOROBOTICS CORP,Health Care,Equity,"39,692,969.80",0.06,"39,692,969.80","1,268,146.00",31.3,United States,NASDAQ,USD,1,--
ANIP,ANI PHARMACEUTICALS INC,Health Care,Equity,"39,603,661.37",0.06,"39,603,661.37","438,919.00",90.23,United States,NASDAQ,USD,1,--
SKWD,SKYWARD SPECIALTY INSURANCE GROUP,Financials,Equity,"39,606,031.92",0.06,"39,606,031.92","867,412.00",45.66,United States,NASDAQ,USD,1,--
LTC,LTC PROPERTIES REIT INC,Real Estate,Equity,"39,570,239.04",0.06,"39,570,239.04","1,114,027.00",35.52,United States,New York Stock Exchange Inc.,USD,1,--
BHE,BENCHMARK ELECTRONICS INC,Information Technology,Equity,"39,447,218.72",0.06,"39,447,218.72","869,456.00",45.37,United States,New York Stock Exchange Inc.,USD,1,--
GSHD,GOOSEHEAD INSURANCE INC CLASS A,Financials,Equity,"39,314,592.72",0.06,"39,314,592.72","580,632.00",67.71,United States,NASDAQ,USD,1,--
ENOV,ENOVIS CORP,Health Care,Equity,"39,290,365.80",0.06,"39,290,365.80","1,382,490.00",28.42,United States,New York Stock Exchange Inc.,USD,1,--
CRK,COMSTOCK RESOURCES INC,Energy,Equity,"39,261,473.00",0.06,"39,261,473.00","1,800,985.00",21.8,United States,New York Stock Exchange Inc.,USD,1,--
AIN,ALBANY INTERNATIONAL CORP CLASS A,Industrials,Equity,"39,209,670.00",0.06,"39,209,670.00","726,105.00",54,United States,New York Stock Exchange Inc.,USD,1,--
AUPH,AURINIA PHARMACEUTICALS INC,Health Care,Equity,"39,158,738.10",0.06,"39,158,738.10","2,807,078.00",13.95,United States,NASDAQ,USD,1,--
ANDE,ANDERSONS INC,Consumer Staples,Equity,"39,042,520.00",0.06,"39,042,520.00","797,600.00",48.95,United States,NASDAQ,USD,1,--
BFH,BREAD FINANCIAL HOLDINGS INC,Financials,Equity,"39,008,306.26",0.06,"39,008,306.26","610,841.00",63.86,United States,New York Stock Exchange Inc.,USD,1,--
FCF,FIRST COMMONWEALTH FINANCIAL CORP,Financials,Equity,"38,849,278.23",0.06,"38,849,278.23","2,488,743.00",15.61,United States,New York Stock Exchange Inc.,USD,1,--
ADNT,ADIENT PLC,Consumer Discretionary,Equity,"38,852,800.22",0.06,"38,852,800.22","2,047,039.00",18.98,United States,New York Stock Exchange Inc.,USD,1,--
IPAR,INTERPARFUMS INC,Consumer Staples,Equity,"38,781,869.66",0.06,"38,781,869.66","442,009.00",87.74,United States,NASDAQ,USD,1,--
BLBD,BLUE BIRD CORP,Industrials,Equity,"38,752,505.26",0.06,"38,752,505.26","766,769.00",50.54,United States,NASDAQ,USD,1,--
IMVT,IMMUNOVANT INC,Health Care,Equity,"38,743,008.66",0.06,"38,743,008.66","1,636,798.00",23.67,United States,NASDAQ,USD,1,--
AMSC,AMERICAN SUPERCONDUCTOR CORP,Industrials,Equity,"38,658,606.05",0.06,"38,658,606.05","1,057,691.00",36.55,United States,NASDAQ,USD,1,--
FLYW,FLYWIRE CORP,Financials,Equity,"38,615,023.88",0.06,"38,615,023.88","2,851,922.00",13.54,United States,NASDAQ,USD,1,--
GNL,GLOBAL NET LEASE INC,Real Estate,Equity,"38,574,846.42",0.06,"38,574,846.42","4,858,293.00",7.94,United States,New York Stock Exchange Inc.,USD,1,--
DEI,DOUGLAS EMMETT REIT INC,Real Estate,Equity,"38,499,649.65",0.06,"38,499,649.65","3,216,345.00",11.97,United States,New York Stock Exchange Inc.,USD,1,--
NHC,NATIONAL HEALTHCARE CORP,Health Care,Equity,"38,285,000.00",0.06,"38,285,000.00","306,280.00",125,United States,Nyse Mkt Llc,USD,1,--
AAOI,APPLIED OPTOELECTRONICS INC,Information Technology,Equity,"38,229,513.90",0.06,"38,229,513.90","1,313,729.00",29.1,United States,NASDAQ,USD,1,--
